Word,Length,SUBTLCD,Pron
icehouse,8,0.06,"""aIs.h%aUs"
illusionist,11,0.06,"I.l""u.Zn=.Ist"
immersion,9,0.06,"I.m""3`.Zn="
immigrate,9,0.06,"""I.m@.gret"
holdover,8,0.06,"h""old.%o.v@`"
hollowness,10,0.06,"h""A.lo.n@s"
homers,6,0.06,"h""o.m@`z"
homesickness,12,0.06,"h""om.s%Ik.n@s"
honeycombed,11,0.06,"h""V.ni.k%omd"
honeymooned,11,0.06,"h""V.ni.m%und"
Hoosier,7,0.06,"h""u.Z@`"
hosiery,7,0.06,"h""o.Z@`.ri"
householder,11,0.06,"h""aUs.h%old.@`"
hedonism,8,0.06,"h""i.dn=.%I.zm="
hedonistic,10,0.06,"h%i.dn=.""Ist.Ik"
helpmate,8,0.06,"h""Elp.m%et"
herbivore,9,0.06,"h""3`b.@.vOr"
hibiscus,8,0.06,"hI.b""I.sk@s"
hierarchical,12,0.06,"haI.r""Ar.kIk.l="
highborn,8,0.06,"h%aI.b""Orn"
hobgoblin,9,0.06,"h""Ab.g%A.blIn"
handpick,8,0.06,"""hand""pIk"
handrail,8,0.06,"h""and.r%el"
handstand,9,0.06,"h""and.st%and"
harmonize,9,0.06,"h""Ar.m@.naIz"
harsher,7,0.06,"h""ArS.@`"
harvester,9,0.06,"h""Ar.vIst.@`"
hastened,8,0.06,"h""es.n=d"
headrest,8,0.06,"h""Ed.r%Est"
headwaters,10,0.06,"h""Ed.w%O.4@`z"
headwind,8,0.06,"h""Ed.w%Ind"
heatstroke,10,0.06,"h""it.str%ok"
heaves,6,0.06,"h""ivz"
grizzled,8,0.06,"gr""I.zl=d"
growled,7,0.06,"gr""aUld"
growths,7,0.06,"gr""oTs"
guardsman,9,0.06,"g""Ardz.m@n"
gunnysack,9,0.06,"""g@ni%sak"
gusty,5,0.06,"g""Vst.i"
guttural,8,0.06,"g""V.4@`.r@l"
Guyana,6,0.06,"gaI.""A.n@"
guzzled,7,0.06,"g""V.zl=d"
gymnasts,8,0.06,"dZ""Im.nasts"
gypsum,6,0.06,"dZ""Ip.sm="
halos,5,0.06,"h""e.loz"
halve,5,0.06,"h""av"
Gorgon,6,0.06,"g""Or.g@n"
gossiped,8,0.06,"g""A.s@pt"
governance,10,0.06,"g""V.v@`n.@ns"
gowned,6,0.06,"g""aUnd"
grassland,9,0.06,"gr""as.l%and"
grist,5,0.06,"gr""Ist"
genuflect,9,0.06,"dZ""E.nj@.flEkt"
geometrical,11,0.06,"dZi@.m""E.trIk.l="
geometrically,13,0.06,"dZi@.m""E.trIk.li"
Germanic,8,0.06,"dZ3`.m""an.Ik"
gesticulate,11,0.06,"dZE.st""I.kj@.let"
gherkins,8,0.06,"g""3`.kInz"
gins,4,0.06,"dZ""Inz"
glamor,6,0.06,"gl""a.m@`"
glazing,7,0.06,"gl""ez.IN"
glimmering,10,0.06,"gl""I.m@`.IN"
glycol,6,0.06,"gl""aI.kol"
furl,4,0.06,"f""3`l"
furor,5,0.06,"""fjUrOr"
furrow,6,0.06,"f""3`.ro"
gallstone,9,0.06,"g""Ol.st%on"
gatehouse,9,0.06,"g""et.h%aUs"
gazes,5,0.06,"g""ez.@z"
fortification,13,0.06,"f%Or.4@.f@.k""e.Sn="
fountainhead,12,0.06,"f""aUn.tn=.h%Ed"
freewill,8,0.06,"""fri""wIl"
freshened,9,0.06,"fr""ES.n=d"
friendliness,12,0.06,"fr""End.li.n@s"
Flemish,7,0.06,"fl""E.mIS"
floes,5,0.06,"fl""oz"
floodlight,10,0.06,"fl""Vd.l%aIt"
flowerbed,9,0.06,"fl""aUr.b%Ed"
fluorine,8,0.06,"fl""U.rin"
foams,5,0.06,"f""omz"
footbridge,10,0.06,"f""Ut.br%IdZ"
foreword,8,0.06,"f""Or.w3`d"
fixate,6,0.06,"f""Iks.et"
fizzled,7,0.06,"f""I.zl=d"
fjords,6,0.06,"fi.""Ordz"
flagstone,9,0.06,"fl""ag.st%on"
faun,4,0.06,"f""On"
fealty,6,0.06,"f""il.ti"
feasibility,11,0.06,"f%i.z@.b""Il.@.4i"
featherbed,10,0.06,"f""E.D@`.b%Ed"
featherweight,13,0.06,"f""E.D@`.w%et"
federals,8,0.06,"f""Ed@`@lz"
feeler,6,0.06,"f""il.@`"
ferryboat,9,0.06,"f""E.ri.b%ot"
ferryman,8,0.06,"f""E.ri.m@n"
exhibitionism,13,0.06,"%Ek.s@.b""I.Sn=.%I.zm="
exoneration,11,0.06,"Ig.z%A.n@`.r""e.Sn="
expandable,10,0.06,"Ik.sp""an4.@.bl="
expedience,10,0.06,"Ik.sp""i.4i@ns"
expletive,9,0.06,"""Ek.spl@.4Iv"
exposures,9,0.06,"Ik.sp""o.Zrz"
expound,7,0.06,"Ik.sp""aUnd"
expunge,7,0.06,"Ik.sp""VndZ"
extant,6,0.06,"""Ek.st@nt"
extractor,9,0.06,"Ik.str""akt.@`"
extrication,11,0.06,"%Ek.strI.k""e.Sn="
eyewash,7,0.06,"""aI.w%AS"
facile,6,0.06,"f""a.sl="
escapism,8,0.06,"I.sk""ep.I.zm="
estuary,7,0.06,"""Es.tSu.%E.ri"
ethos,5,0.06,"""i.TAs"
Eurasian,8,0.06,"jU.r""e.Zn="
evasions,8,0.06,"I.v""e.Zn=z"
eventualities,13,0.06,"I.v%En.tSu.""al.@.4iz"
everlastingly,13,0.06,"%E.v@`.l""ast.IN.li"
evoked,6,0.06,"I.v""okt"
excavations,11,0.06,"%Ek.sk@.v""e.Sn=z"
exclaiming,10,0.06,"Ik.skl""em.IN"
engravings,10,0.06,"In.gr""ev.INz"
engulf,6,0.06,"In.g""Vlf"
engulfs,7,0.06,"In.g""Vlfs"
enjoined,8,0.06,"In.dZ""OInd"
enlists,7,0.06,"In.l""Ists"
entanglement,12,0.06,"In.t""aN.gl=.m@nt"
enthralling,11,0.06,"In.Tr""Ol.IN"
enunciation,11,0.06,"I.n%Vn.si.""e.Sn="
envisaged,9,0.06,"In.v""I.zIdZd"
epistle,7,0.06,"I.p""I.sl="
epithets,8,0.06,"""E.p@.TEts"
equated,7,0.06,"I.kw""e4.@d"
equivocate,10,0.06,"I.kw""I.v@.ket"
equivocation,12,0.06,"I.kw%I.v@.k""e.Sn="
erecting,8,0.06,"I.r""Ekt.IN"
erode,5,0.06,"I.r""od"
electrostatic,13,0.06,"I.l%Ek.tro.st""a.4Ik"
elucidate,9,0.06,"I.l""u.sId.et"
emanation,9,0.06,"%E.m@.n""e.Sn="
encircle,8,0.06,"In.s""3`.kl="
encompassed,11,0.06,"In.k""Vm.p@st"
encyclopedic,12,0.06,"In.s%aI.kl@.p""i.4Ik"
endeavoring,11,0.06,"In.d""E.v@`.IN"
dumbbells,9,0.06,"d""Vm.b%Elz"
duplication,11,0.06,"d%u.pl@.k""e.Sn="
dwelt,5,0.06,"dw""Elt"
dwindle,7,0.06,"dw""In.4l="
easement,8,0.06,"""iz.m@nt"
edifying,8,0.06,"""E.4@.f%aI.IN"
effecting,9,0.06,"I.f""Ekt.IN"
effusive,8,0.06,"I.fj""us.Iv"
egregiously,11,0.06,"I.gr""i.dZ@s.li"
elaborated,10,0.06,"I.l""a.b@`.r%e4.@d"
dotting,7,0.06,"d""A4.IN"
doughy,6,0.06,"d""o.i"
downgrade,9,0.06,"d""aUn.gr%ed"
draftee,7,0.06,"draft.""i"
dramatist,9,0.06,"dr""a.m@.4Ist"
dreamlike,9,0.06,"dr""im.l%aIk"
drizzly,7,0.06,"dr""I.zl=.i"
drunkenly,9,0.06,"dr""VNk.@n.li"
dispassionately,15,0.06,"dIs.p""a.Sn=.@t.li"
dispensers,10,0.06,"dI.sp""Ens.@`z"
dispersing,10,0.06,"dI.sp""3`s.IN"
displacing,10,0.06,"dIs.pl""es.IN"
displeasing,11,0.06,"dIs.pl""iz.IN"
disseminated,12,0.06,"dI.s""E.m@.n%e4.@d"
dissolution,11,0.06,"d%I.s@.l""u.Sn="
distension,10,0.06,"dI.st""En.Sn="
distresses,10,0.06,"dI.str""Es.@z"
distrustful,11,0.06,"dIs.tr""Vst.fl="
diversification,15,0.06,"d@.v%3`s.@.f@.k""e.Sn="
doers,5,0.06,"d""u@`z"
dogleg,6,0.06,"d""Og.l%Eg"
doldrums,8,0.06,"d""ol.dr@mz"
disclaim,8,0.06,"dIs.kl""em"
disembowel,10,0.06,"d%Is.Im.b""aU@l"
disengagement,13,0.06,"d%Is.In.g""edZ.m@nt"
dishevelled,11,0.06,"dI.S""E.vl=d"
deterministic,13,0.06,"dI.t%3`.m@n.""Ist.Ik"
detract,7,0.06,"dI.tr""akt"
devalue,7,0.06,"dI.v""a.lju"
deviations,10,0.06,"d%i.vi.""e.Sn=z"
dexterous,9,0.06,"d""Ek.st@`.r@s"
diagonally,10,0.06,"daI.""a.g@.nl=.i"
dialectics,10,0.06,"daI@.l""Ekt.Iks"
Dictaphone,10,0.06,"d""Ik.t@.f%on"
differentiated,14,0.06,"d%I.f@`.""En.Si.%e4.@d"
differentiating,15,0.06,"d%I.f@`.""En.Si.%e4.IN"
dilemmas,8,0.06,"dI.l""E.m@z"
deleterious,11,0.06,"d%E.l@.t""I.ri@s"
deletion,8,0.06,"dI.l""i.Sn="
delighting,10,0.06,"dI.l""aI4.IN"
deloused,8,0.06,"d%i.l""aUst"
deluged,7,0.06,"d""E.ljudZd"
demarcation,11,0.06,"d%i.mAr.k""e.Sn="
demeans,7,0.06,"dI.m""inz"
demigod,7,0.06,"d""E.mi.g%Ad"
depilatory,10,0.06,"dI""pIl@%tori"
derails,7,0.06,"d%i.r""elz"
darning,7,0.06,"d""Arn.IN"
dartboard,9,0.06,"d""Art.b%Ord"
deadpan,7,0.06,"d""Ed.p%an"
deadweight,10,0.06,"""dEd""wet"
debilitated,11,0.06,"dI.b""I.l@.t%e4.@d"
debunk,6,0.06,"d%i.b""VNk"
deceleration,12,0.06,"dI.s%E.l@`.r""e.Sn="
declination,11,0.06,"d%E.kl@n.""e.Sn="
deface,6,0.06,"dI.f""es"
deferment,9,0.06,"dI.f""3`.m@nt"
deflower,8,0.06,"d%i.fl""aUr"
crumbly,7,0.06,"kr""Vm.bl=.i"
crushers,8,0.06,"kr""VS.@`z"
culminate,9,0.06,"k""Vl.m@.net"
culminated,10,0.06,"k""Vl.m@.n%e4.@d"
cuneiform,9,0.06,"kju.n""i@.f%Orm"
cupped,6,0.06,"k""Vpt"
curate,6,0.06,"kj""U.r@t"
curbs,5,0.06,"k""3`bz"
curios,6,0.06,"kj""U.ri.oz"
curler,6,0.06,"k""3`l.@`"
curving,7,0.06,"k""3`v.IN"
cyclist,7,0.06,"s""aI.klIst"
dabbing,7,0.06,"d""ab.IN"
damask,6,0.06,"d""a.m@sk"
courtiers,9,0.06,"k""Or4.i@`z"
cowl,4,0.06,"k""aUl"
crabgrass,9,0.06,"""krab.gras"
crazily,7,0.06,"kr""ez.@.li"
creditable,10,0.06,"kr""E.4@4.@.bl="
crestfallen,11,0.06,"kr""Est.f%Ol.@n"
crevices,8,0.06,"kr""E.v@s.@z"
crockery,8,0.06,"kr""A.k@`.ri"
crossbones,10,0.06,"kr""Os.b%onz"
conversant,10,0.06,"k@n.v""3`s.n=t"
conversions,11,0.06,"k@n.v""3`.Zn=z"
convex,6,0.06,"k""An.vEks"
corrode,7,0.06,"k@`.r""od"
cosine,6,0.06,"k""o.saIn"
cosmology,9,0.06,"kAz.m""A.l@.dZi"
costumer,8,0.06,"kA.st""um.@`"
counterespionage,16,0.06,"k%aUn.4@`.""E.spi@.nAZ"
counteroffensive,16,0.06,"k""aUn.4@`.@.f%Ens.Iv"
countersign,11,0.06,"k""aUn.4@`.s%aIn"
countrywoman,12,0.06,"k""Vn.tri.w%U.m@n"
conjugating,11,0.06,"k""An.dZ@.g%e4.IN"
consequent,10,0.06,"k""An.s@.kw@nt"
conspiratorial,14,0.06,"k@n.sp%Ir.@.t""Or.i@l"
constricting,12,0.06,"k@n.str""Ikt.IN"
consular,8,0.06,"k""An.sl=.@`"
contemplative,13,0.06,"k@n.t""Em.pl@4.Iv"
contentedly,11,0.06,"k@n.t""En4.@d.li"
contort,7,0.06,"k@n.t""Ort"
contorted,9,0.06,"k@n.t""Or4.@d"
contrasting,11,0.06,"k@n.tr""ast.IN"
contrive,8,0.06,"k@n.tr""aIv"
contrivance,11,0.06,"k@n.tr""aIv.n=s"
compressing,11,0.06,"k@m.pr""Es.IN"
conceptions,11,0.06,"k@n.s""Ep.Sn=z"
concurrently,12,0.06,"k@N.k""3`.@nt.li"
configurations,14,0.06,"k@n.f%I.gj@r.""e.Sn=z"
conflagration,13,0.06,"k%An.fl@.gr""e.Sn="
conformation,12,0.06,"k%An.f@`m.""e.Sn="
congeal,7,0.06,"k@n.dZ""il"
conglomeration,14,0.06,"k@N.gl%A.m@`.r""e.Sn="
congratulatory,14,0.06,"k@N.gr""a.tSu.l@t.%O.ri"
cohesion,8,0.06,"ko.h""i.Zn="
coital,6,0.06,"k""o.I.4l="
colonials,9,0.06,"k@.l""o.ni@lz"
commemoration,13,0.06,"k@.m%E.m@`.r""e.Sn="
commends,8,0.06,"k@.m""Endz"
compacts,8,0.06,"k""Am.pakts"
compensates,11,0.06,"k""Am.p@n.sets"
closeup,7,0.06,"kl%os.""Vp"
cobble,6,0.06,"k""A.bl="
coda,4,0.06,"k""o.4@"
coercive,8,0.06,"ko.""3`s.Iv"
Chinook,7,0.06,"SI.n""Uk"
choicest,8,0.06,"tS""OIs.Ist"
chortle,7,0.06,"tS""Or.4l="
churchgoers,11,0.06,"tS""3`tS.g%o@`z"
churlish,8,0.06,"tS""3`l.IS"
cinches,7,0.06,"s""IntS.@z"
circumnavigate,14,0.06,"s%3`.k@m.n""a.v@.get"
civilizing,10,0.06,"s""I.vl=.%aIz.IN"
clamor,6,0.06,"kl""a.m@`"
clannish,8,0.06,"kl""an.IS"
cellulose,9,0.06,"s""E.lj@l.os"
centaur,7,0.06,"s""En.tOr"
certifying,10,0.06,"s""3`.4@.f%aI.IN"
chard,5,0.06,"tS""Ard"
charitably,10,0.06,"tS""a.r@.4@.bli"
chattels,8,0.06,"tS""a.4l=z"
chauffeured,11,0.06,"So.f""3`d"
capitulation,12,0.06,"k@.p%I.tSu.l""e.Sn="
carafe,6,0.06,"k@`.r""af"
carbonation,11,0.06,"k%Ar.b@n.""e.Sn="
Carters,7,0.06,"k""Ar.4@`z"
cartographer,12,0.06,"kAr.t""A.gr@.f@`"
cascaded,8,0.06,"ka.sk""e4.@d"
casks,5,0.06,"k""asks"
cathode,7,0.06,"k""a.Tod"
causality,9,0.06,"kOz.""al.@.4i"
cautery,7,0.06,"""kOt@`i"
cautioned,9,0.06,"k""O.Sn=d"
buxom,5,0.06,"b""Vk.sm="
byway,5,0.06,"b""aI.w%e"
cameos,6,0.06,"k""a.mi.oz"
broadens,8,0.06,"br""Od.n=z"
brocade,7,0.06,"bro.k""ed"
brunches,8,0.06,"br""VntS.@z"
buckaroos,9,0.06,"b""V.k@`.r%uz"
buckler,7,0.06,"""b@kl@`"
buggery,7,0.06,"b""V.g@`.i"
burnings,8,0.06,"b""3`n.INz"
boomtown,8,0.06,"""bum%taUn"
boron,5,0.06,"b""O.rAn"
botanists,9,0.06,"b""A.4@.nIsts"
bouillon,8,0.06,"""bUljAn"
bracken,7,0.06,"br""a.k@n"
braiding,8,0.06,"br""e4.IN"
brainwave,9,0.06,"br""en.w%ev"
Brandywine,10,0.06,"""brandi%waIn"
brazenly,8,0.06,"br""e.zn=.li"
bridgehead,10,0.06,"br""IdZ.h%Ed"
blanch,6,0.06,"bl""antS"
blandness,9,0.06,"bl""and.n@s"
blest,5,0.06,"bl""Est"
blips,5,0.06,"bl""Ips"
blurb,5,0.06,"bl""3`b"
boardinghouse,13,0.06,"b""Or4.IN.h%aUs"
boatmen,7,0.06,"b""ot.m@n"
bobtail,7,0.06,"b""Ab.t%el"
boll,4,0.06,"b""ol"
Bolshevism,10,0.06,"b""ol.S@.v%I.zm="
behooves,8,0.06,"b@h""uvz"
Belgians,8,0.06,"b""El.dZ@nz"
belles,6,0.06,"b""Elz"
belting,7,0.06,"b""Elt.IN"
beneficent,10,0.06,"b@.n""E.fI.sn=t"
bigness,7,0.06,"b""Ig.n@s"
billow,6,0.06,"b""I.lo"
billows,7,0.06,"b""I.loz"
bedstead,8,0.06,"b""Ed.st%Ed"
befits,6,0.06,"bI.f""Its"
beguiled,8,0.06,"bI.g""aIld"
austerity,9,0.06,"O.st""Er.@.4i"
authorship,10,0.06,"""O.T@`.S%Ip"
autopsied,9,0.06,"""Ot%Apsid"
aviary,6,0.06,"""e.vi.%E.ri"
avidly,6,0.06,"""a.vId.li"
awfulness,9,0.06,"""O.fl=.n@s"
Babylonians,11,0.06,"b%ab@l""oni@nz"
Bacchanal,9,0.06,"%bAk@""nAl"
ballyhoo,8,0.06,"b""a.li.h%u"
banding,7,0.06,"b""an4.IN"
bangle,6,0.06,"b""aN.gl="
banishing,9,0.06,"b""a.nIS.IN"
banknote,8,0.06,"b""aNk.n%ot"
artisan,7,0.06,"""Ar.4@.zn="
assail,6,0.06,"@.s""el"
assertions,10,0.06,"@.s""3`.Sn=z"
assuage,7,0.06,"@.sw""edZ"
atheism,7,0.06,"""e.Ti.%I.zm="
attaining,9,0.06,"@.t""en.IN"
attributable,12,0.06,"@.tr""I.bj@4.@.bl="
augmenting,10,0.06,"Og.m""En4.IN"
Appalachian,11,0.06,"%a.p@.l""e.tSi@n"
appropriation,13,0.06,"@.pr%o.pri.""e.Sn="
aqueous,7,0.06,"""e.kwi@s"
arabesque,9,0.06,"%a.r@b.""Esk"
arboreal,8,0.06,"Ar.b""O.ri@l"
archetype,9,0.06,"""Ar.kI.taIp"
archipelago,11,0.06,"%Ar.k@.p""E.l@.go"
Argonauts,9,0.06,"""Ar.g@.nOts"
aromas,6,0.06,"@`.r""o.m@z"
anachronism,11,0.06,"@.n""a.kr@.n%I.zm="
anacondas,9,0.06,"%a.n@.k""An.4@z"
annexation,10,0.06,"%a.nEks.""e.Sn="
annum,5,0.06,"""a.n@m"
antecedents,11,0.06,"""an.4I.s%i.dn=ts"
anticipatory,12,0.06,"an.t""I.s@.pet.%O.ri"
antipersonnel,13,0.06,"%an.4i.p%3`.sn=.""El"
albacore,8,0.06,"""alb@%kor"
allowable,9,0.06,"@.l""aU@.bl="
allusion,8,0.06,"@.l""u.Zn="
alternated,10,0.06,"""Ol.t@`.n%e4.@d"
alternatively,13,0.06,"Ol.t""3`.n@4.Iv.li"
amble,5,0.06,"""am.bl="
adjoins,7,0.06,"@.dZ""OInz"
adverbs,7,0.06,"""ad.v3`bz"
advisedly,9,0.06,"@d.v""aIz.@d.li"
affable,7,0.06,"""a.f@.bl="
affirmations,12,0.06,"%a.f@`m.""e.Sn=z"
aftercare,9,0.06,"""af.t@`.k%Er"
afterbirth,10,0.06,"""af.t@`.b%3`T"
agonize,7,0.06,"""a.g@.naIz"
abated,6,0.05,"@.b""e4.@d"
abolitionists,13,0.05,"%a.b@.l""IS.n=.Ists"
aborigine,9,0.05,"%a.b@`.r""I.dZ@.ni"
abortionist,11,0.05,"@.b""Or.Sn=.Ist"
abruptness,10,0.05,"@.br""Vpt.n@s"
abstractions,12,0.05,"@b.str""ak.Sn=z"
accentuates,11,0.05,"@k.s""En.tSu.ets"
acoustical,10,0.05,"@.k""u.stIk.l="
accosting,9,0.05,"@.k""Ost.IN"
accrue,6,0.05,"@.kr""u"
acerbic,7,0.05,"@.s""3`.bIk"
woodcock,8,0.05,"w""Ud.k%Ak"
woodworking,11,0.05,"w""Ud.w%3`k.IN"
workhorse,9,0.05,"w""3`k.h%Ors"
worshipful,10,0.05,"w""3`.SIp.fl="
wrack,5,0.05,"r""ak"
whey,4,0.05,"hw""e"
whir,4,0.05,"hw""3`"
whitely,7,0.05,"hw""aIt.li"
whomsoever,10,0.05,"h%um.s%o.""E.v@`"
widowhood,9,0.05,"w""I.do.h%Ud"
winced,6,0.05,"w""Inst"
winder,6,0.05,"w""aIn4.@`"
windowpanes,11,0.05,"w""In.do.p%enz"
wintered,8,0.05,"w""In.4@`d"
wintergreen,11,0.05,"""wInt@%grin"
wanderlust,10,0.05,"w""An.4@`.l%Vst"
warbler,7,0.05,"w""Or.bl=.@`"
warmhearted,11,0.05,"w%Orm.h""Ar4.@d"
watchband,9,0.05,"w""AtS.b%and"
watercolor,10,0.05,"w""O.4@`.k%V.l@`"
watercress,10,0.05,"w""O.4@`.kr%Es"
waterline,9,0.05,"w""O.4@`.l%aIn"
waterproofing,13,0.05,"w""O.4@`.pr%uf.IN"
waterskiing,11,0.05,"""wOt@`.""skiIN"
weaning,7,0.05,"w""in.IN"
weeded,6,0.05,"w""i4.@d"
wellborn,8,0.05,"w%El.b""Orn"
welled,6,0.05,"w""Eld"
whalebone,9,0.05,"hw""el.b%on"
wheelbase,9,0.05,"hw""il.b%es"
victuals,8,0.05,"v""I.4l=z"
viewfinder,10,0.05,"vj""u.f%aIn4.@`"
violinists,10,0.05,"vaI@.l""In.Ists"
viscera,7,0.05,"v""I.s@`.r@"
vocalization,12,0.05,"v%o.k@l.@z.""e.Sn="
volatility,10,0.05,"v%A.l@.t""Il.@.4i"
vulcanized,10,0.05,"v""Vl.k@n.aIzd"
vulva,5,0.05,"v""Vl.v@"
wadded,6,0.05,"w""A4.@d"
wakefulness,11,0.05,"w""ek.fl=.n@s"
urbane,6,0.05,"3`.b""en"
valuation,9,0.05,"v%a.lju.""e.Sn="
vane,4,0.05,"v""en"
velveteen,9,0.05,"v%El.v@.t""in"
vermicelli,10,0.05,"v%3`.mI.tS""E.li"
viaduct,7,0.05,"v""aI@.dVkt"
vibrated,8,0.05,"v""aI.bre4.@d"
unmistakably,12,0.05,"%Vn.mI.st""ek.@.bli"
unobtrusively,13,0.05,"%Vn.@b.tr""us.Iv.li"
unprofitable,12,0.05,"Vn.pr""A.f@4.@.bl="
unrivalled,10,0.05,"Vn.r""aI.vl=d"
unseasonable,12,0.05,"Vn.s""i.zn=.@.bl="
unsocial,8,0.05,"Vn.s""o.Sl="
untruthful,10,0.05,"Vn.tr""uT.fl="
unwillingness,13,0.05,"Vn.w""Il.IN.n@s"
unwinding,9,0.05,"Vn.w""aIn4.IN"
upperclassmen,13,0.05,"%Vp.@`.kl""as.m%En"
uppermost,9,0.05,"""Vp.@`.m%ost"
underlining,11,0.05,"%Vn.4@`.l""aIn.IN"
undersized,10,0.05,"%Vn.4@`.s""aIzd"
understandings,14,0.05,"%Vn.4@`.st""an4.INz"
underwriter,11,0.05,"""Vn.4@`.r%aI4.@`"
undeterred,10,0.05,"%Vn.dI.t""3`d"
unease,6,0.05,"Vn.""iz"
undrinkable,11,0.05,"Vn.dr""INk.@.bl="
unenlightened,13,0.05,"%Vn.In.l""aIt.n=d"
unequaled,9,0.05,"Vn.""i.kw@ld"
unflagging,10,0.05,"Vn.fl""ag.IN"
unfrozen,8,0.05,"Vn.fr""oz.n="
unfurl,6,0.05,"Vn.f""3`l"
ungracious,10,0.05,"Vn.gr""eS.@s"
unhorse,7,0.05,"Vn.h""Ors"
unhurt,6,0.05,"Vn.h""3`t"
uniformity,10,0.05,"j%u.n@.f""Orm.@.4i"
uniformly,9,0.05,"j""u.n@.fOrm.li"
turnkey,7,0.05,"t""3`n.k%i"
unlearn,7,0.05,"Vn.l""3`n"
tweezed,7,0.05,"""twizd"
Uganda,6,0.05,"ju.g""an.4@"
ulceration,10,0.05,"%Vl.s@`.""e.Sn="
umpteen,7,0.05,"Vmp.t""in"
unabashed,9,0.05,"%Vn.@.b""aSt"
unacquainted,12,0.05,"%Vn.@.kw""en4.@d"
unaccountably,13,0.05,"%Vn.@.k""aUn4.@.bli"
unacknowledged,14,0.05,"%Vn.@k.n""A.lIdZd"
unaided,7,0.05,"Vn.""e4.@d"
unbeliever,10,0.05,"%Vn.b@.l""iv.@`"
unbind,6,0.05,"Vn.b""aInd"
uncluttered,11,0.05,"Vn.kl""V.4@`d"
uncounted,9,0.05,"Vn.k""aUn4.@d"
underarm,8,0.05,"""Vn.4@`.%Arm"
underdone,9,0.05,"%Vn.4@`.d""Vn"
travail,7,0.05,"tr@.v""el"
underfed,8,0.05,"%Vn.4@`.f""Ed"
transpose,9,0.05,"trans.p""oz"
trendsetter,11,0.05,"tr""End.s%E4.@`"
tribunals,9,0.05,"traI.bj""un.l=z"
trims,5,0.05,"tr""Imz"
tripwire,8,0.05,"tr""Ip.w%aIr"
triumphal,9,0.05,"traI.""Vmf.l="
trucked,7,0.05,"tr""Vkt"
trundling,9,0.05,"tr""Vn.4l=.IN"
trusses,7,0.05,"tr""Vs.@z"
tumult,6,0.05,"t""u.mVlt"
tunelessly,10,0.05,"""tunlIsli"
tomes,5,0.05,"t""omz"
toothy,6,0.05,"t""uT.i"
toppers,7,0.05,"t""Ap.@`z"
torchlight,10,0.05,"t""OrtS.l%aIt"
torrents,8,0.05,"t""O.r@nts"
tousled,7,0.05,"t""aU.zl=d"
towline,7,0.05,"t""o.l%aIn"
townships,9,0.05,"t""aUn.SIps"
townsmen,8,0.05,"t""aUnz.m@n"
tracksuit,9,0.05,"tr""ak.s%ut"
tradesman,9,0.05,"tr""edz.m@n"
tramped,7,0.05,"tr""ampt"
transcendence,13,0.05,"tran.s""En4.@ns"
transcending,12,0.05,"tran.s""En4.IN"
transferable,12,0.05,"trans.f""3`.@.bl="
transpire,9,0.05,"tran.sp""aIr"
threading,9,0.05,"Tr""E4.IN"
threepence,10,0.05,"Tr""E.p@ns"
tiddlywinks,11,0.05,"t""I.4l=.i.w%INks"
tilled,6,0.05,"t""Ild"
timberlands,11,0.05,"t""Im.b@`.l%andz"
timberline,10,0.05,"""tImb@%laIn"
tincture,8,0.05,"t""INk.tS@`"
toboggan,8,0.05,"t@.b""A.g@n"
tolled,6,0.05,"t""old"
tenderhearted,13,0.05,"t%En.4@`.h""Ar4.@d"
tenses,6,0.05,"t""Ens.@z"
tenting,7,0.05,"t""EntIN"
testaments,10,0.05,"t""E.st@.m@nts"
tethers,7,0.05,"t""E.D@`z"
thematic,8,0.05,"TIm.""a.4Ik"
thespians,9,0.05,"T""E.spi@nz"
thieve,6,0.05,"T""iv"
thirtieth,9,0.05,"T""3`.4i@T"
tallies,7,0.05,"t""a.liz"
tankard,7,0.05,"t""aN.k@`d"
tannery,7,0.05,"t""an.@`.ri"
tantalize,9,0.05,"t""an.4@.laIz"
tapering,8,0.05,"t""e.p@`.IN"
taxable,7,0.05,"t""aks.@.bl="
teakettle,9,0.05,"t""i.k%E.4l="
supine,6,0.05,"s""u.paIn"
supplicant,10,0.05,"s""V.pl@.k@nt"
suppositions,12,0.05,"s%V.p@z.""I.Sn=z"
suppressive,11,0.05,"s@.pr""Es.Iv"
surreptitious,13,0.05,"s%3`.r@p.t""I.S@s"
suspensions,11,0.05,"s@.sp""En.Sn=z"
swaddle,7,0.05,"sw""A.4l="
swashbuckler,12,0.05,"sw""AS.b%V.kl=.@`"
sweatband,9,0.05,"sw""Et.b%and"
sweepings,9,0.05,"sw""ip.INz"
sweepstake,10,0.05,"sw""ip.stek"
swiftness,9,0.05,"sw""Ift.n@s"
swoops,6,0.05,"sw""ups"
syllogism,9,0.05,"s""I.l@.dZ%I.zm="
sympathizing,12,0.05,"s""Im.p@.T%aIz.IN"
subdivide,9,0.05,"s%Vb.dI.v""aId"
subjectively,12,0.05,"s@b.dZ""Ekt.Iv.li"
submerging,10,0.05,"s@b.m""3`dZ.IN"
submersion,10,0.05,"s@b.m""3`.Zn="
subparagraph,12,0.05,"s""Vb.p%a.r@.gr%af"
subroutines,11,0.05,"s""Vb.ru.t%inz"
subscribing,11,0.05,"s@b.skr""aIb.IN"
substantiates,13,0.05,"s@b.st""an.Si.ets"
